"year","month","date_of_month","day_of_week","births","weekend"
2011,"June",24,"Friday",12504,FALSE
2011,"June",25,"Saturday",8351,TRUE
2011,"June",26,"Sunday",7140,TRUE
2011,"June",27,"Monday",12344,FALSE
2011,"June",28,"Tuesday",13234,FALSE
2011,"June",29,"Wednesday",13002,FALSE
2011,"June",30,"Thursday",13194,FALSE
2011,"July",1,"Friday",13392,FALSE
2011,"July",2,"Saturday",8510,TRUE
2011,"July",3,"Sunday",7489,TRUE
2011,"July",4,"Monday",7541,FALSE
2011,"July",5,"Tuesday",12751,FALSE
2011,"July",6,"Wednesday",13950,FALSE
2011,"July",7,"Thursday",14200,FALSE
2011,"July",8,"Friday",13363,FALSE
2011,"July",9,"Saturday",8845,TRUE
2011,"July",10,"Sunday",7635,TRUE
2011,"July",11,"Monday",12617,FALSE
2011,"July",12,"Tuesday",13392,FALSE
2011,"July",13,"Wednesday",12900,FALSE
2011,"July",14,"Thursday",13278,FALSE
2011,"July",15,"Friday",13097,FALSE
2011,"July",16,"Saturday",8534,TRUE
2011,"July",17,"Sunday",7637,TRUE
2011,"July",18,"Monday",12414,FALSE
2011,"July",19,"Tuesday",13156,FALSE
2011,"July",20,"Wednesday",13219,FALSE
2011,"July",21,"Thursday",13262,FALSE
2011,"July",22,"Friday",12777,FALSE
2011,"July",23,"Saturday",8671,TRUE
2011,"July",24,"Sunday",7351,TRUE
2011,"July",25,"Monday",12126,FALSE
2011,"July",26,"Tuesday",13270,FALSE
2011,"July",27,"Wednesday",13023,FALSE
2011,"July",28,"Thursday",13152,FALSE
2011,"July",29,"Friday",12501,FALSE
2011,"July",30,"Saturday",8338,TRUE
2011,"July",31,"Sunday",7450,TRUE
2011,"August",1,"Monday",12546,FALSE
2011,"August",2,"Tuesday",13491,FALSE
2011,"August",3,"Wednesday",13164,FALSE
2011,"August",4,"Thursday",13031,FALSE
2011,"August",5,"Friday",12848,FALSE
2011,"August",6,"Saturday",8567,TRUE
2011,"August",7,"Sunday",7605,TRUE
2011,"August",8,"Monday",12505,FALSE
2011,"August",9,"Tuesday",13360,FALSE
2011,"August",10,"Wednesday",13160,FALSE
2011,"August",11,"Thursday",13092,FALSE
2011,"August",12,"Friday",12978,FALSE
2011,"August",13,"Saturday",8448,TRUE
2011,"August",14,"Sunday",7470,TRUE
2011,"August",15,"Monday",12756,FALSE
2011,"August",16,"Tuesday",13576,FALSE
2011,"August",17,"Wednesday",13267,FALSE
2011,"August",18,"Thursday",13150,FALSE
2011,"August",19,"Friday",12900,FALSE
2011,"August",20,"Saturday",8572,TRUE
2011,"August",21,"Sunday",7493,TRUE
2011,"August",22,"Monday",12286,FALSE
2011,"August",23,"Tuesday",13422,FALSE
2011,"August",24,"Wednesday",12986,FALSE
2011,"August",25,"Thursday",13046,FALSE
2011,"August",26,"Friday",12910,FALSE
2011,"August",27,"Saturday",8700,TRUE
2011,"August",28,"Sunday",7633,TRUE
2011,"August",29,"Monday",12281,FALSE
2011,"August",30,"Tuesday",13561,FALSE
2011,"August",31,"Wednesday",13390,FALSE
2011,"September",1,"Thursday",13723,FALSE
2011,"September",2,"Friday",13224,FALSE
2011,"September",3,"Saturday",8588,TRUE
2011,"September",4,"Sunday",7399,TRUE
2011,"September",5,"Monday",7770,FALSE
2011,"September",6,"Tuesday",12892,FALSE
2011,"September",7,"Wednesday",14234,FALSE
2011,"September",8,"Thursday",13544,FALSE
2011,"September",9,"Friday",13537,FALSE
2011,"September",10,"Saturday",9115,TRUE
2011,"September",11,"Sunday",7501,TRUE
2011,"September",12,"Monday",12770,FALSE
2011,"September",13,"Tuesday",13205,FALSE
2011,"September",14,"Wednesday",13590,FALSE
2011,"September",15,"Thursday",13583,FALSE
2011,"September",16,"Friday",13322,FALSE
2011,"September",17,"Saturday",8792,TRUE
2011,"September",18,"Sunday",7724,TRUE
2011,"September",19,"Monday",12818,FALSE
2011,"September",20,"Tuesday",13648,FALSE
2011,"September",21,"Wednesday",13138,FALSE
2011,"September",22,"Thursday",13157,FALSE
2011,"September",23,"Friday",13062,FALSE
2011,"September",24,"Saturday",8496,TRUE
2011,"September",25,"Sunday",7609,TRUE
2011,"September",26,"Monday",12719,FALSE
2011,"September",27,"Tuesday",13455,FALSE
2011,"September",28,"Wednesday",12815,FALSE
2011,"September",29,"Thursday",12813,FALSE
2011,"September",30,"Friday",12419,FALSE
2011,"October",1,"Saturday",8506,TRUE
2011,"October",2,"Sunday",7419,TRUE
2011,"October",3,"Monday",12310,FALSE
2011,"October",4,"Tuesday",12924,FALSE
2011,"October",5,"Wednesday",12748,FALSE
2011,"October",6,"Thursday",12744,FALSE
2011,"October",7,"Friday",12195,FALSE
2011,"October",8,"Saturday",8206,TRUE
2011,"October",9,"Sunday",7160,TRUE
2011,"October",10,"Monday",11839,FALSE
2011,"October",11,"Tuesday",12865,FALSE
2011,"October",12,"Wednesday",12581,FALSE
2011,"October",13,"Thursday",12201,FALSE
2011,"October",14,"Friday",12065,FALSE
2011,"October",15,"Saturday",8043,TRUE
2011,"October",16,"Sunday",7145,TRUE
2011,"October",17,"Monday",11803,FALSE
2011,"October",18,"Tuesday",12819,FALSE
2011,"October",19,"Wednesday",12605,FALSE
2011,"October",20,"Thursday",12536,FALSE
2011,"October",21,"Friday",11936,FALSE
2011,"October",22,"Saturday",7899,TRUE
2011,"October",23,"Sunday",7104,TRUE
2011,"October",24,"Monday",11773,FALSE
2011,"October",25,"Tuesday",12672,FALSE
2011,"October",26,"Wednesday",12085,FALSE
2011,"October",27,"Thursday",12390,FALSE
2011,"October",28,"Friday",12049,FALSE
2011,"October",29,"Saturday",7812,TRUE
2011,"October",30,"Sunday",6870,TRUE
2011,"October",31,"Monday",9828,FALSE
2011,"November",1,"Tuesday",13632,FALSE
2011,"November",2,"Wednesday",12657,FALSE
2011,"November",3,"Thursday",12310,FALSE
2011,"November",4,"Friday",11965,FALSE
2011,"November",5,"Saturday",8045,TRUE
2011,"November",6,"Sunday",7236,TRUE
2011,"November",7,"Monday",11574,FALSE
2011,"November",8,"Tuesday",12300,FALSE
2011,"November",9,"Wednesday",11990,FALSE
2011,"November",10,"Thursday",11978,FALSE
2011,"November",11,"Friday",14392,FALSE
2011,"November",12,"Saturday",8087,TRUE
2011,"November",13,"Sunday",6877,TRUE
2011,"November",14,"Monday",11590,FALSE
2011,"November",15,"Tuesday",12676,FALSE
2011,"November",16,"Wednesday",12433,FALSE
2011,"November",17,"Thursday",12461,FALSE
2011,"November",18,"Friday",12424,FALSE
2011,"November",19,"Saturday",8042,TRUE
2011,"November",20,"Sunday",7218,TRUE
2011,"November",21,"Monday",12929,FALSE
2011,"November",22,"Tuesday",13415,FALSE
2011,"November",23,"Wednesday",11775,FALSE
2011,"November",24,"Thursday",6894,FALSE
2011,"November",25,"Friday",8618,FALSE
2011,"November",26,"Saturday",7512,TRUE
2011,"November",27,"Sunday",6879,TRUE
2011,"November",28,"Monday",12410,FALSE
2011,"November",29,"Tuesday",13204,FALSE
2011,"November",30,"Wednesday",12584,FALSE
2011,"December",1,"Thursday",12716,FALSE
2011,"December",2,"Friday",11853,FALSE
2011,"December",3,"Saturday",7895,TRUE
2011,"December",4,"Sunday",6957,TRUE
2011,"December",5,"Monday",11622,FALSE
2011,"December",6,"Tuesday",12477,FALSE
2011,"December",7,"Wednesday",12119,FALSE
2011,"December",8,"Thursday",12024,FALSE
2011,"December",9,"Friday",11565,FALSE
2011,"December",10,"Saturday",7658,TRUE
2011,"December",11,"Sunday",6832,TRUE
2011,"December",12,"Monday",12087,FALSE
2011,"December",13,"Tuesday",12592,FALSE
2011,"December",14,"Wednesday",12632,FALSE
2011,"December",15,"Thursday",12506,FALSE
2011,"December",16,"Friday",12211,FALSE
2011,"December",17,"Saturday",7941,TRUE
2011,"December",18,"Sunday",6876,TRUE
2011,"December",19,"Monday",12708,FALSE
2011,"December",20,"Tuesday",13640,FALSE
2011,"December",21,"Wednesday",13227,FALSE
2011,"December",22,"Thursday",12215,FALSE
2011,"December",23,"Friday",10017,FALSE
2011,"December",24,"Saturday",6688,TRUE
2011,"December",25,"Sunday",5728,TRUE
2011,"December",26,"Monday",8039,FALSE
2011,"December",27,"Tuesday",12475,FALSE
2011,"December",28,"Wednesday",13478,FALSE
2011,"December",29,"Thursday",12985,FALSE
2011,"December",30,"Friday",12434,FALSE
2011,"December",31,"Saturday",8035,TRUE
2012,"January",1,"Sunday",6629,TRUE
2012,"January",2,"Monday",7821,FALSE
2012,"January",3,"Tuesday",11324,FALSE
2012,"January",4,"Wednesday",12075,FALSE
2012,"January",5,"Thursday",12171,FALSE
2012,"January",6,"Friday",11920,FALSE
2012,"January",7,"Saturday",7783,TRUE
2012,"January",8,"Sunday",6887,TRUE
2012,"January",9,"Monday",11248,FALSE
2012,"January",10,"Tuesday",11939,FALSE
2012,"January",11,"Wednesday",11860,FALSE
2012,"January",12,"Thursday",12391,FALSE
2012,"January",13,"Friday",11380,FALSE
2012,"January",14,"Saturday",7901,TRUE
2012,"January",15,"Sunday",6899,TRUE
2012,"January",16,"Monday",10707,FALSE
2012,"January",17,"Tuesday",12175,FALSE
2012,"January",18,"Wednesday",11981,FALSE
2012,"January",19,"Thursday",11997,FALSE
2012,"January",20,"Friday",11914,FALSE
2012,"January",21,"Saturday",7948,TRUE
2012,"January",22,"Sunday",6816,TRUE
2012,"January",23,"Monday",11464,FALSE
2012,"January",24,"Tuesday",12356,FALSE
2012,"January",25,"Wednesday",11692,FALSE
2012,"January",26,"Thursday",12003,FALSE
2012,"January",27,"Friday",11648,FALSE
2012,"January",28,"Saturday",7827,TRUE
2012,"January",29,"Sunday",6733,TRUE
2012,"January",30,"Monday",11253,FALSE
2012,"January",31,"Tuesday",11919,FALSE
2012,"February",1,"Wednesday",11916,FALSE
2012,"February",2,"Thursday",12135,FALSE
2012,"February",3,"Friday",11826,FALSE
2012,"February",4,"Saturday",7833,TRUE
2012,"February",5,"Sunday",6733,TRUE
2012,"February",6,"Monday",11229,FALSE
2012,"February",7,"Tuesday",12310,FALSE
2012,"February",8,"Wednesday",11946,FALSE
2012,"February",9,"Thursday",11862,FALSE
2012,"February",10,"Friday",11981,FALSE
2012,"February",11,"Saturday",7895,TRUE
2012,"February",12,"Sunday",7012,TRUE
2012,"February",13,"Monday",11023,FALSE
2012,"February",14,"Tuesday",12708,FALSE
2012,"February",15,"Wednesday",12250,FALSE
2012,"February",16,"Thursday",12376,FALSE
2012,"February",17,"Friday",11985,FALSE
2012,"February",18,"Saturday",7818,TRUE
2012,"February",19,"Sunday",6905,TRUE
2012,"February",20,"Monday",10837,FALSE
2012,"February",21,"Tuesday",12125,FALSE
2012,"February",22,"Wednesday",12436,FALSE
2012,"February",23,"Thursday",12045,FALSE
2012,"February",24,"Friday",11802,FALSE
2012,"February",25,"Saturday",7842,TRUE
2012,"February",26,"Sunday",6707,TRUE
2012,"February",27,"Monday",11475,FALSE
2012,"February",28,"Tuesday",12208,FALSE
2012,"February",29,"Wednesday",11042,FALSE
2012,"March",1,"Thursday",12519,FALSE
2012,"March",2,"Friday",11789,FALSE
2012,"March",3,"Saturday",8010,TRUE
2012,"March",4,"Sunday",7021,TRUE
2012,"March",5,"Monday",11391,FALSE
2012,"March",6,"Tuesday",12076,FALSE
2012,"March",7,"Wednesday",11972,FALSE
2012,"March",8,"Thursday",11985,FALSE
2012,"March",9,"Friday",11817,FALSE
2012,"March",10,"Saturday",7691,TRUE
2012,"March",11,"Sunday",6497,TRUE
2012,"March",12,"Monday",11571,FALSE
2012,"March",13,"Tuesday",11779,FALSE
2012,"March",14,"Wednesday",11797,FALSE
2012,"March",15,"Thursday",11783,FALSE
2012,"March",16,"Friday",11608,FALSE
2012,"March",17,"Saturday",8066,TRUE
2012,"March",18,"Sunday",6918,TRUE
2012,"March",19,"Monday",11578,FALSE
2012,"March",20,"Tuesday",12338,FALSE
2012,"March",21,"Wednesday",12056,FALSE
2012,"March",22,"Thursday",11925,FALSE
2012,"March",23,"Friday",11816,FALSE
2012,"March",24,"Saturday",7893,TRUE
2012,"March",25,"Sunday",6915,TRUE
2012,"March",26,"Monday",11474,FALSE
2012,"March",27,"Tuesday",12245,FALSE
2012,"March",28,"Wednesday",12035,FALSE
2012,"March",29,"Thursday",11864,FALSE
2012,"March",30,"Friday",11834,FALSE
2012,"March",31,"Saturday",7860,TRUE
2012,"April",1,"Sunday",6909,TRUE
2012,"April",2,"Monday",11647,FALSE
2012,"April",3,"Tuesday",12273,FALSE
2012,"April",4,"Wednesday",12307,FALSE
2012,"April",5,"Thursday",11986,FALSE
2012,"April",6,"Friday",10955,FALSE
2012,"April",7,"Saturday",7384,TRUE
2012,"April",8,"Sunday",6545,TRUE
2012,"April",9,"Monday",11237,FALSE
2012,"April",10,"Tuesday",12179,FALSE
2012,"April",11,"Wednesday",11635,FALSE
2012,"April",12,"Thursday",12050,FALSE
2012,"April",13,"Friday",10910,FALSE
2012,"April",14,"Saturday",7699,TRUE
2012,"April",15,"Sunday",6951,TRUE
2012,"April",16,"Monday",11536,FALSE
2012,"April",17,"Tuesday",12240,FALSE
2012,"April",18,"Wednesday",11850,FALSE
2012,"April",19,"Thursday",11583,FALSE
2012,"April",20,"Friday",11608,FALSE
2012,"April",21,"Saturday",7757,TRUE
2012,"April",22,"Sunday",6843,TRUE
2012,"April",23,"Monday",11297,FALSE
2012,"April",24,"Tuesday",12191,FALSE
2012,"April",25,"Wednesday",11765,FALSE
2012,"April",26,"Thursday",11871,FALSE
2012,"April",27,"Friday",11226,FALSE
2012,"April",28,"Saturday",7590,TRUE
2012,"April",29,"Sunday",6713,TRUE
2012,"April",30,"Monday",11381,FALSE
2012,"May",1,"Tuesday",12470,FALSE
2012,"May",2,"Wednesday",12095,FALSE
2012,"May",3,"Thursday",11804,FALSE
2012,"May",4,"Friday",11488,FALSE
2012,"May",5,"Saturday",7634,TRUE
2012,"May",6,"Sunday",6868,TRUE
2012,"May",7,"Monday",11424,FALSE
2012,"May",8,"Tuesday",12158,FALSE
2012,"May",9,"Wednesday",11749,FALSE
2012,"May",10,"Thursday",11825,FALSE
2012,"May",11,"Friday",11683,FALSE
2012,"May",12,"Saturday",7751,TRUE
2012,"May",13,"Sunday",6909,TRUE
2012,"May",14,"Monday",11763,FALSE
2012,"May",15,"Tuesday",12565,FALSE
2012,"May",16,"Wednesday",12199,FALSE
2012,"May",17,"Thursday",12048,FALSE
2012,"May",18,"Friday",11771,FALSE
2012,"May",19,"Saturday",7914,TRUE
2012,"May",20,"Sunday",7202,TRUE
2012,"May",21,"Monday",11919,FALSE
2012,"May",22,"Tuesday",12601,FALSE
2012,"May",23,"Wednesday",12649,FALSE
2012,"May",24,"Thursday",12414,FALSE
2012,"May",25,"Friday",12350,FALSE
2012,"May",26,"Saturday",7921,TRUE
2012,"May",27,"Sunday",7015,TRUE
2012,"May",28,"Monday",7532,FALSE
2012,"May",29,"Tuesday",12307,FALSE
2012,"May",30,"Wednesday",13194,FALSE
2012,"May",31,"Thursday",12686,FALSE
2012,"June",1,"Friday",12623,FALSE
2012,"June",2,"Saturday",8040,TRUE
2012,"June",3,"Sunday",7075,TRUE
2012,"June",4,"Monday",12011,FALSE
2012,"June",5,"Tuesday",12424,FALSE
2012,"June",6,"Wednesday",12410,FALSE
2012,"June",7,"Thursday",12305,FALSE
2012,"June",8,"Friday",12145,FALSE
2012,"June",9,"Saturday",8293,TRUE
2012,"June",10,"Sunday",7131,TRUE
2012,"June",11,"Monday",11700,FALSE
2012,"June",12,"Tuesday",12892,FALSE
2012,"June",13,"Wednesday",11999,FALSE
2012,"June",14,"Thursday",12626,FALSE
2012,"June",15,"Friday",12278,FALSE
2012,"June",16,"Saturday",8213,TRUE
2012,"June",17,"Sunday",7316,TRUE
2012,"June",18,"Monday",12028,FALSE
2012,"June",19,"Tuesday",12767,FALSE
2012,"June",20,"Wednesday",12674,FALSE
2012,"June",21,"Thursday",12713,FALSE
2012,"June",22,"Friday",12370,FALSE
2012,"June",23,"Saturday",8141,TRUE
2012,"June",24,"Sunday",7246,TRUE
2012,"June",25,"Monday",12091,FALSE
2012,"June",26,"Tuesday",12950,FALSE
2012,"June",27,"Wednesday",12545,FALSE
2012,"June",28,"Thursday",12994,FALSE
2012,"June",29,"Friday",12462,FALSE
2012,"June",30,"Saturday",8323,TRUE
2012,"July",1,"Sunday",7550,TRUE
2012,"July",2,"Monday",12837,FALSE
2012,"July",3,"Tuesday",13752,FALSE
2012,"July",4,"Wednesday",9296,FALSE
2012,"July",5,"Thursday",12618,FALSE
2012,"July",6,"Friday",12804,FALSE
2012,"July",7,"Saturday",8952,TRUE
2012,"July",8,"Sunday",7541,TRUE
2012,"July",9,"Monday",12333,FALSE
2012,"July",10,"Tuesday",13527,FALSE
2012,"July",11,"Wednesday",13024,FALSE
2012,"July",12,"Thursday",12787,FALSE
2012,"July",13,"Friday",12109,FALSE
2012,"July",14,"Saturday",8657,TRUE
2012,"July",15,"Sunday",7559,TRUE
2012,"July",16,"Monday",12380,FALSE
2012,"July",17,"Tuesday",13318,FALSE
2012,"July",18,"Wednesday",12865,FALSE
2012,"July",19,"Thursday",12798,FALSE
2012,"July",20,"Friday",12503,FALSE
2012,"July",21,"Saturday",8611,TRUE
2012,"July",22,"Sunday",7531,TRUE
2012,"July",23,"Monday",12553,FALSE
2012,"July",24,"Tuesday",13390,FALSE
2012,"July",25,"Wednesday",13045,FALSE
2012,"July",26,"Thursday",13056,FALSE
2012,"July",27,"Friday",12785,FALSE
2012,"July",28,"Saturday",8493,TRUE
2012,"July",29,"Sunday",7550,TRUE
2012,"July",30,"Monday",12061,FALSE
2012,"July",31,"Tuesday",13187,FALSE
2012,"August",1,"Wednesday",12976,FALSE
2012,"August",2,"Thursday",13006,FALSE
2012,"August",3,"Friday",12743,FALSE
2012,"August",4,"Saturday",8786,TRUE
2012,"August",5,"Sunday",7693,TRUE
2012,"August",6,"Monday",12671,FALSE
2012,"August",7,"Tuesday",13316,FALSE
2012,"August",8,"Wednesday",13204,FALSE
2012,"August",9,"Thursday",13179,FALSE
2012,"August",10,"Friday",12898,FALSE
2012,"August",11,"Saturday",8602,TRUE
2012,"August",12,"Sunday",7630,TRUE
2012,"August",13,"Monday",12126,FALSE
2012,"August",14,"Tuesday",13788,FALSE
2012,"August",15,"Wednesday",13391,FALSE
2012,"August",16,"Thursday",13361,FALSE
2012,"August",17,"Friday",12913,FALSE
2012,"August",18,"Saturday",8678,TRUE
2012,"August",19,"Sunday",7678,TRUE
2012,"August",20,"Monday",12580,FALSE
2012,"August",21,"Tuesday",13239,FALSE
2012,"August",22,"Wednesday",12973,FALSE
2012,"August",23,"Thursday",12889,FALSE
2012,"August",24,"Friday",13114,FALSE
2012,"August",25,"Saturday",8653,TRUE
2012,"August",26,"Sunday",7629,TRUE
2012,"August",27,"Monday",12533,FALSE
2012,"August",28,"Tuesday",13674,FALSE
2012,"August",29,"Wednesday",12968,FALSE
2012,"August",30,"Thursday",13323,FALSE
2012,"August",31,"Friday",13287,FALSE
2012,"September",1,"Saturday",8967,TRUE
2012,"September",2,"Sunday",7817,TRUE
2012,"September",3,"Monday",8030,FALSE
2012,"September",4,"Tuesday",12941,FALSE
2012,"September",5,"Wednesday",13991,FALSE
2012,"September",6,"Thursday",13709,FALSE
2012,"September",7,"Friday",13841,FALSE
2012,"September",8,"Saturday",8987,TRUE
2012,"September",9,"Sunday",7930,TRUE
2012,"September",10,"Monday",12853,FALSE
2012,"September",11,"Tuesday",12543,FALSE
2012,"September",12,"Wednesday",13653,FALSE
2012,"September",13,"Thursday",13396,FALSE
2012,"September",14,"Friday",13529,FALSE
2012,"September",15,"Saturday",9094,TRUE
2012,"September",16,"Sunday",7867,TRUE
2012,"September",17,"Monday",12960,FALSE
2012,"September",18,"Tuesday",13628,FALSE
2012,"September",19,"Wednesday",13490,FALSE
2012,"September",20,"Thursday",13524,FALSE
2012,"September",21,"Friday",13174,FALSE
2012,"September",22,"Saturday",8899,TRUE
2012,"September",23,"Sunday",8007,TRUE
2012,"September",24,"Monday",12748,FALSE
2012,"September",25,"Tuesday",13533,FALSE
2012,"September",26,"Wednesday",13100,FALSE
2012,"September",27,"Thursday",13159,FALSE
2012,"September",28,"Friday",12661,FALSE
2012,"September",29,"Saturday",8695,TRUE
2012,"September",30,"Sunday",7607,TRUE
2012,"October",1,"Monday",12537,FALSE
2012,"October",2,"Tuesday",13293,FALSE
2012,"October",3,"Wednesday",12900,FALSE
2012,"October",4,"Thursday",12785,FALSE
2012,"October",5,"Friday",12521,FALSE
2012,"October",6,"Saturday",8333,TRUE
2012,"October",7,"Sunday",7367,TRUE
2012,"October",8,"Monday",11711,FALSE
2012,"October",9,"Tuesday",12692,FALSE
2012,"October",10,"Wednesday",12597,FALSE
2012,"October",11,"Thursday",13705,FALSE
2012,"October",12,"Friday",12349,FALSE
2012,"October",13,"Saturday",8153,TRUE
2012,"October",14,"Sunday",7408,TRUE
2012,"October",15,"Monday",12347,FALSE
2012,"October",16,"Tuesday",12888,FALSE
2012,"October",17,"Wednesday",12752,FALSE
2012,"October",18,"Thursday",12604,FALSE
2012,"October",19,"Friday",12367,FALSE
2012,"October",20,"Saturday",8365,TRUE
2012,"October",21,"Sunday",7279,TRUE
2012,"October",22,"Monday",12260,FALSE
2012,"October",23,"Tuesday",12923,FALSE
2012,"October",24,"Wednesday",12610,FALSE
2012,"October",25,"Thursday",12769,FALSE
2012,"October",26,"Friday",11989,FALSE
2012,"October",27,"Saturday",8127,TRUE
2012,"October",28,"Sunday",7362,TRUE
2012,"October",29,"Monday",11957,FALSE
2012,"October",30,"Tuesday",12011,FALSE
2012,"October",31,"Wednesday",11012,FALSE
2012,"November",1,"Thursday",13042,FALSE
2012,"November",2,"Friday",12692,FALSE
2012,"November",3,"Saturday",8224,TRUE
2012,"November",4,"Sunday",7436,TRUE
2012,"November",5,"Monday",11885,FALSE
2012,"November",6,"Tuesday",12690,FALSE
2012,"November",7,"Wednesday",12536,FALSE
2012,"November",8,"Thursday",12386,FALSE
2012,"November",9,"Friday",12374,FALSE
2012,"November",10,"Saturday",8172,TRUE
2012,"November",11,"Sunday",7219,TRUE
2012,"November",12,"Monday",12036,FALSE
2012,"November",13,"Tuesday",12364,FALSE
2012,"November",14,"Wednesday",12728,FALSE
2012,"November",15,"Thursday",12812,FALSE
2012,"November",16,"Friday",12555,FALSE
2012,"November",17,"Saturday",8503,TRUE
2012,"November",18,"Sunday",7390,TRUE
2012,"November",19,"Monday",12916,FALSE
2012,"November",20,"Tuesday",13427,FALSE
2012,"November",21,"Wednesday",12083,FALSE
2012,"November",22,"Thursday",7267,FALSE
2012,"November",23,"Friday",9171,FALSE
2012,"November",24,"Saturday",7651,TRUE
2012,"November",25,"Sunday",7191,TRUE
2012,"November",26,"Monday",12403,FALSE
2012,"November",27,"Tuesday",13296,FALSE
2012,"November",28,"Wednesday",12614,FALSE
2012,"November",29,"Thursday",12503,FALSE
2012,"November",30,"Friday",11740,FALSE
2012,"December",1,"Saturday",8248,TRUE
2012,"December",2,"Sunday",7204,TRUE
2012,"December",3,"Monday",11833,FALSE
2012,"December",4,"Tuesday",12566,FALSE
2012,"December",5,"Wednesday",12313,FALSE
2012,"December",6,"Thursday",12084,FALSE
2012,"December",7,"Friday",11733,FALSE
2012,"December",8,"Saturday",7995,TRUE
2012,"December",9,"Sunday",7003,TRUE
2012,"December",10,"Monday",11529,FALSE
2012,"December",11,"Tuesday",12234,FALSE
2012,"December",12,"Wednesday",14667,FALSE
2012,"December",13,"Thursday",11893,FALSE
2012,"December",14,"Friday",11872,FALSE
2012,"December",15,"Saturday",7913,TRUE
2012,"December",16,"Sunday",7146,TRUE
2012,"December",17,"Monday",11979,FALSE
2012,"December",18,"Tuesday",13305,FALSE
2012,"December",19,"Wednesday",12849,FALSE
2012,"December",20,"Thursday",13109,FALSE
2012,"December",21,"Friday",13186,FALSE
2012,"December",22,"Saturday",8396,TRUE
2012,"December",23,"Sunday",6845,TRUE
2012,"December",24,"Monday",7614,FALSE
2012,"December",25,"Tuesday",6325,FALSE
2012,"December",26,"Wednesday",11362,FALSE
2012,"December",27,"Thursday",14126,FALSE
2012,"December",28,"Friday",13888,FALSE
2012,"December",29,"Saturday",9030,TRUE
2012,"December",30,"Sunday",7545,TRUE
2012,"December",31,"Monday",10634,FALSE
2013,"January",1,"Tuesday",7537,FALSE
2013,"January",2,"Wednesday",10887,FALSE
2013,"January",3,"Thursday",12616,FALSE
2013,"January",4,"Friday",12431,FALSE
2013,"January",5,"Saturday",8332,TRUE
2013,"January",6,"Sunday",7271,TRUE
2013,"January",7,"Monday",11463,FALSE
2013,"January",8,"Tuesday",12040,FALSE
2013,"January",9,"Wednesday",11598,FALSE
2013,"January",10,"Thursday",11887,FALSE
2013,"January",11,"Friday",12082,FALSE
2013,"January",12,"Saturday",8140,TRUE
2013,"January",13,"Sunday",7092,TRUE
2013,"January",14,"Monday",11401,FALSE
2013,"January",15,"Tuesday",11953,FALSE
2013,"January",16,"Wednesday",11678,FALSE
2013,"January",17,"Thursday",12113,FALSE
2013,"January",18,"Friday",11846,FALSE
2013,"January",19,"Saturday",7708,TRUE
2013,"January",20,"Sunday",7001,TRUE
2013,"January",21,"Monday",10777,FALSE
2013,"January",22,"Tuesday",11835,FALSE
2013,"January",23,"Wednesday",11917,FALSE
2013,"January",24,"Thursday",12016,FALSE
2013,"January",25,"Friday",11638,FALSE
2013,"January",26,"Saturday",8047,TRUE
2013,"January",27,"Sunday",6916,TRUE
2013,"January",28,"Monday",11520,FALSE
2013,"January",29,"Tuesday",12168,FALSE
2013,"January",30,"Wednesday",11752,FALSE
2013,"January",31,"Thursday",11690,FALSE
2013,"February",1,"Friday",11995,FALSE
2013,"February",2,"Saturday",7881,TRUE
2013,"February",3,"Sunday",6876,TRUE
2013,"February",4,"Monday",11237,FALSE
2013,"February",5,"Tuesday",12114,FALSE
2013,"February",6,"Wednesday",11617,FALSE
2013,"February",7,"Thursday",12025,FALSE
2013,"February",8,"Friday",11959,FALSE
2013,"February",9,"Saturday",7776,TRUE
2013,"February",10,"Sunday",6735,TRUE
2013,"February",11,"Monday",11460,FALSE
2013,"February",12,"Tuesday",12243,FALSE
2013,"February",13,"Wednesday",11648,FALSE
2013,"February",14,"Thursday",12422,FALSE
2013,"February",15,"Friday",11914,FALSE
2013,"February",16,"Saturday",7902,TRUE
2013,"February",17,"Sunday",7044,TRUE
2013,"February",18,"Monday",10863,FALSE
2013,"February",19,"Tuesday",12137,FALSE
2013,"February",20,"Wednesday",11941,FALSE
2013,"February",21,"Thursday",11899,FALSE
2013,"February",22,"Friday",11778,FALSE
2013,"February",23,"Saturday",7866,TRUE
2013,"February",24,"Sunday",6914,TRUE
2013,"February",25,"Monday",11358,FALSE
2013,"February",26,"Tuesday",11982,FALSE
2013,"February",27,"Wednesday",11695,FALSE
2013,"February",28,"Thursday",11601,FALSE
2013,"March",1,"Friday",12075,FALSE
2013,"March",2,"Saturday",7836,TRUE
2013,"March",3,"Sunday",7098,TRUE
2013,"March",4,"Monday",11667,FALSE
2013,"March",5,"Tuesday",12172,FALSE
2013,"March",6,"Wednesday",11800,FALSE
2013,"March",7,"Thursday",11918,FALSE
2013,"March",8,"Friday",11787,FALSE
2013,"March",9,"Saturday",7946,TRUE
2013,"March",10,"Sunday",6610,TRUE
2013,"March",11,"Monday",11591,FALSE
2013,"March",12,"Tuesday",12102,FALSE
2013,"March",13,"Wednesday",11937,FALSE
2013,"March",14,"Thursday",11831,FALSE
2013,"March",15,"Friday",11811,FALSE
2013,"March",16,"Saturday",7906,TRUE
2013,"March",17,"Sunday",7134,TRUE
2013,"March",18,"Monday",11825,FALSE
2013,"March",19,"Tuesday",12070,FALSE
